Sell_to_Customer_Name,DOMAIN,Shortcut_Dimension_Code,City,Customer_ID,TOTAL,SUM_TOTAL,Description,Currency_Code,Quantity,Unit_Price,Size,Gen_ Bus_ Posting Group,Document_Type,Order_Date_Year,Order_Date_M&Y,Global_Dimension_Code,Gen_ Bus_ Posting_Group,Gen_Prod_ Posting_Group
May & Baker Nigeria Plc.,Pharmaceuticals and Healthcare Sector,Others,LAGOS,00171,26020,0,User License,USD,10,2088,Small Quanity,DOMESTIC,0,2021,Nov-21,MS-CRM,DOMESTIC,SOFTWARE
May & Baker Nigeria Plc.,Pharmaceuticals and Healthcare Sector,Others,LAGOS,00171,26020,0,User License,USD,10,418,Small Quanity,DOMESTIC,0,2021,Dec-21,MS-CRM,DOMESTIC,SOFTWARE
May & Baker Nigeria Plc.,Pharmaceuticals and Healthcare Sector,MS-NAV,LAGOS,00171,26020,26020,Power BI Premium License,USD,4,240,Small Quanity,DOMESTIC,1,2024,Jan-22,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,4501755.4,Licenses,USD,1,0,Small Quanity,DOMESTIC,0,2021,Feb-22,MS-CRM,DOMESTIC,SOFTWARE
First Nominees Nigeria Ltd,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Windows Server,USD,1,1036.8,Small Quanity,DOMESTIC,0,2021,Mar-22,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,WHT Management,USD,1,3500,Small Quanity,DOMESTIC,0,2021,Apr-22,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,SQL Server License ,USD,1,889,Small Quanity,DOMESTIC,0,2021,May-22,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Microsoft 365 Business License,USD,5,1320,Small Quanity,DOMESTIC,0,2021,Jun-22,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,SQL Cal License,USD,5,205,Small Quanity,DOMESTIC,0,2021,Jul-22,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Microsoft 365 Business License,USD,4,150,Small Quanity,DOMESTIC,0,2021,Aug-22,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Microsoft Project,USD,4,84,Small Quanity,DOMESTIC,0,2021,Sep-22,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,MS-OFF,LAGOS,00076,4501755.4,0,Microsoft 365 Business License,USD,4,60,Small Quanity,DOMESTIC,0,2021,Oct-22,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,MS-OFF,LAGOS,00076,4501755.4,0,Microsoft 365 Business License,NGN,20,47520,Large Quantity,DOMESTIC,0,2020,Nov-22,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Essential User Licenses,NGN,5,1200,Small Quanity,DOMESTIC,0,2019,Dec-22,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Team Member User Licenses,NGN,5,240,Small Quanity,DOMESTIC,0,2019,Jan-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Licenses,USD,20,576.96,Large Quantity,DOMESTIC,0,2019,Feb-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Licenses,USD,1,4818,Small Quanity,DOMESTIC,0,2019,Mar-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Licenses,USD,20,114.48,Large Quantity,DOMESTIC,0,2019,Apr-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,MS-OFF,LAGOS,00076,4501755.4,0,Microsoft 365 Business License,USD,15,72,Small Quanity,DOMESTIC,0,2024,May-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Microsoft 365 Business License,USD,5,3304,Small Quanity,DOMESTIC,0,2024,Jun-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Microsoft 365 Business License,NGN,10,343200,Small Quanity,DOMESTIC,0,2024,Jul-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,New Licenses,USD,0,0,Small Quanity,DOMESTIC,0,2023,Aug-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,MS-NAV,LAGOS,00076,4501755.4,0,Essential User Licenses,USD,17,840,Small Quanity,DOMESTIC,0,2023,Sep-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,MS-NAV,LAGOS,00076,4501755.4,0,Team Member User Licenses,USD,3,96,Small Quanity,DOMESTIC,0,2023,Oct-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Office 365 Business,USD,20,86.4,Large Quantity,DOMESTIC,0,2023,Nov-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Microsoft 365 Business License,USD,4,150,Small Quanity,DOMESTIC,0,2023,Dec-23,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Power BI Pro License ,USD,2,120,Small Quanity,DOMESTIC,0,2023,Jan-24,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Microsoft 365 Business License,USD,150,570,Large Quantity,DOMESTIC,0,2023,Feb-24,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Microsoft 365 Business License,USD,120,264,Large Quantity,DOMESTIC,0,2022,Mar-24,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,0,Microsoft 365 Business License,USD,30,96,Large Quantity,DOMESTIC,0,2022,Apr-24,MS-CRM,DOMESTIC,SOFTWARE
Sundry Customer,Retail & Commerce Sector,Others,LAGOS,00076,4501755.4,4501755.4,Bit Titan License,USD,150,15,Large Quantity,DOMESTIC,0,2022,May-24,MS-CRM,DOMESTIC,SOFTWARE
COSCHARIS MOTORS PLC,Automotive Sector,MS-CRM,LAGOS,00109,41121.1,0,User License,USD,1,2176.16,Small Quanity,DOMESTIC,0,2021,Jun-24,MS-CRM,DOMESTIC,SOFTWARE
COSCHARIS MOTORS PLC,Automotive Sector,MS-CRM,LAGOS,00109,41121.1,0,User License,USD,1,509.46,Small Quanity,DOMESTIC,0,2021,Jul-24,MS-CRM,DOMESTIC,SOFTWARE
COSCHARIS MOTORS PLC,Automotive Sector,MS-CRM,LAGOS,00109,41121.1,0,User License,USD,1,22598.4,Small Quanity,DOMESTIC,0,2021,Aug-24,MS-CRM,DOMESTIC,SOFTWARE
COSCHARIS MOTORS PLC,Automotive Sector,MS-CRM,LAGOS,00109,41121.1,0,Essential User Licenses,USD,4,2176.16,Small Quanity,DOMESTIC,0,2022,Sep-24,MS-CRM,DOMESTIC,SOFTWARE
COSCHARIS MOTORS PLC,Automotive Sector,MS-CRM,LAGOS,00109,41121.1,41121.1,Team Member User Licenses,USD,14,509.46,Small Quanity,DOMESTIC,0,2022,Oct-24,MS-CRM,DOMESTIC,SOFTWARE
MARINE PLATFORMS LIMITED ,Oil and Gas Sector,MS-NAV,LAGOS,00253,96072.56,0,February License Payment,USD,1,24018.14,Small Quanity,DOMESTIC,3,2022,Nov-24,MS-CRM,DOMESTIC,SOFTWARE
MARINE PLATFORMS LIMITED ,Oil and Gas Sector,MS-NAV,LAGOS,00253,96072.56,0,March License Payment,USD,0,24018.14,Small Quanity,DOMESTIC,3,2022,Dec-24,MS-CRM,DOMESTIC,SOFTWARE
MARINE PLATFORMS LIMITED ,Oil and Gas Sector,MS-NAV,LAGOS,00253,96072.56,0,February License Payment,USD,0,24018.14,Small Quanity,DOMESTIC,3,2022,Jan-25,MS-CRM,DOMESTIC,SOFTWARE
MARINE PLATFORMS LIMITED ,Oil and Gas Sector,MS-NAV,LAGOS,00253,96072.56,0,March License Payment,USD,1,24018.14,Small Quanity,DOMESTIC,3,2022,Feb-25,MS-CRM,DOMESTIC,SOFTWARE
MARINE PLATFORMS LIMITED ,Oil and Gas Sector,Others,LAGOS,00253,96072.56,0,Azure,USD,1,9760.28,Small Quanity,DOMESTIC,0,2023,Mar-25,MS-CRM,DOMESTIC,SOFTWARE
MARINE PLATFORMS LIMITED ,Oil and Gas Sector,Others,LAGOS,00253,96072.56,0,Microsoft 365 Business License,USD,1,34243,Small Quanity,DOMESTIC,0,2023,Apr-25,MS-CRM,DOMESTIC,SOFTWARE
MARINE PLATFORMS LIMITED ,Oil and Gas Sector,Others,LAGOS,00253,96072.56,96072.56,SQL Server License ,USD,1,4033,Small Quanity,DOMESTIC,0,2023,May-25,MS-CRM,DOMESTIC,SOFTWARE
North West Petroleum & Gas Co. Ltd,Oil and Gas Sector,GENERAL,LAGOS,00142,218285.44,0,Microsoft 365 Business License,NGN,2,22183.36,Small Quanity,DOMESTIC,3,2018,Jun-25,MS-CRM,DOMESTIC,SOFTWARE
North West Petroleum & Gas Co. Ltd,Oil and Gas Sector,GENERAL,LAGOS,00142,218285.44,0,Microsoft 365 Business License,NGN,3,5792,Small Quanity,DOMESTIC,3,2018,Jul-25,MS-CRM,DOMESTIC,SOFTWARE
North West Petroleum & Gas Co. Ltd,Oil and Gas Sector,GENERAL,LAGOS,00142,218285.44,0,Microsoft 365 Business License,NGN,2,22183.36,Small Quanity,DOMESTIC,3,2018,Aug-25,MS-CRM,DOMESTIC,SOFTWARE
North West Petroleum & Gas Co. Ltd,Oil and Gas Sector,GENERAL,LAGOS,00142,218285.44,0,Microsoft 365 Business License,NGN,3,5792,Small Quanity,DOMESTIC,3,2018,Sep-25,MS-CRM,DOMESTIC,SOFTWARE
North West Petroleum & Gas Co. Ltd,Oil and Gas Sector,Others,LAGOS,00142,218285.44,0,User License,USD,1,32688,Small Quanity,DOMESTIC,0,2020,Oct-25,MS-CRM,DOMESTIC,SOFTWARE
North West Petroleum & Gas Co. Ltd,Oil and Gas Sector,Others,LAGOS,00142,218285.44,218285.44,User License,USD,1,62112,Small Quanity,DOMESTIC,0,2020,Nov-25,MS-CRM,DOMESTIC,SOFTWARE
Skyway Aviation Handling Company Ltd,Aviation and Logistics Sector,MS-OFF,LAGOS,00028,263128,0,Exchange Online ,NGN,3,48,Small Quanity,DOMESTIC,3,2019,Dec-25,MS-CRM,DOMESTIC,SOFTWARE
Skyway Aviation Handling Company Ltd,Aviation and Logistics Sector,Others,LAGOS,00028,263128,0,Microsoft 365 Business License,USD,10,420,Small Quanity,DOMESTIC,2,2018,Jan-26,MS-CRM,DOMESTIC,SOFTWARE
Skyway Aviation Handling Company Ltd,Aviation and Logistics Sector,Others,LAGOS,00028,263128,0,Microsoft 365 Business License,USD,320,240,Large Quantity,DOMESTIC,2,2018,Feb-26,MS-CRM,DOMESTIC,SOFTWARE
Skyway Aviation Handling Company Ltd,Aviation and Logistics Sector,Others,LAGOS,00028,263128,0,Microsoft 365 Business License,USD,50,96,Large Quantity,DOMESTIC,2,2018,Mar-26,MS-CRM,DOMESTIC,SOFTWARE
Skyway Aviation Handling Company Ltd,Aviation and Logistics Sector,Others,LAGOS,00028,263128,0,Microsoft 365 Business License,USD,4,600,Small Quanity,DOMESTIC,2,2018,Apr-26,MS-CRM,DOMESTIC,SOFTWARE
Skyway Aviation Handling Company Ltd,Aviation and Logistics Sector,Others,LAGOS,00028,263128,0,Azure,USD,1,42000,Small Quanity,DOMESTIC,2,2018,May-26,MS-CRM,DOMESTIC,SOFTWARE
Skyway Aviation Handling Company Ltd,Aviation and Logistics Sector,Others,LAGOS,00028,263128,0,Tables,NGN,1,128064,Small Quanity,DOMESTIC,0,2015,Jun-26,MS-CRM,DOMESTIC,SOFTWARE
Skyway Aviation Handling Company Ltd,Aviation and Logistics Sector,MS-NAV,LAGOS,00028,263128,263128,User License,USD,10,472,Small Quanity,DOMESTIC,0,2024,Jul-26,MS-CRM,DOMESTIC,SOFTWARE
STARSIGHT LIMITED,Renewable Energy Sector,MS-CRM,LAGOS,00153,380,380,Credit note for erroneous PMT ,USD,1,380,Small Quanity,DOMESTIC,3,2020,Aug-26,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,MS-AZ,LAGOS,00188,40302.66,0,Azure,USD,1,6962.76,Small Quanity,DOMESTIC,3,2021,Sep-26,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,Others,LAGOS,00188,40302.66,0,ERP License ,USD,1,278.4,Small Quanity,DOMESTIC,0,2021,Oct-26,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,Others,LAGOS,00188,40302.66,0,SQL Cal License,USD,1,206,Small Quanity,DOMESTIC,0,2021,Nov-26,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,Others,LAGOS,00188,40302.66,0,BC limited user,USD,1,278.4,Small Quanity,DOMESTIC,0,2021,Dec-26,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,Others,LAGOS,00188,40302.66,0,Microsoft 365 Business License,USD,1,1394.44,Small Quanity,DOMESTIC,0,2020,Jan-27,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,MS-AZ,LAGOS,00188,40302.66,0,Azure,USD,1,6962.76,Small Quanity,DOMESTIC,1,2024,Feb-27,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,MS-AZ,LAGOS,00188,40302.66,0,Test Enivornment,USD,1,4485.93,Small Quanity,DOMESTIC,1,2024,Mar-27,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,MS-AZ,LAGOS,00188,40302.66,0,Storage ,USD,1,92.6,Small Quanity,DOMESTIC,1,2024,Apr-27,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,MS-AX,LAGOS,00188,40302.66,0,Azure,USD,1,5592.48,Small Quanity,DOMESTIC,1,2024,May-27,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,MS-AX,LAGOS,00188,40302.66,0,Azure,USD,1,3270.25,Small Quanity,DOMESTIC,1,2024,Jun-27,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,Others,LAGOS,00188,40302.66,0,Cloud Hosting ,NGN,1,9578.64,Small Quanity,DOMESTIC,1,2024,Jul-27,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,Others,LAGOS,00188,40302.66,0,Disaster Recovery,NGN,1,1200,Small Quanity,DOMESTIC,1,2024,Aug-27,MS-CRM,DOMESTIC,SOFTWARE
InfraCredit Guarantee Company Limited.,Financial Services Sector,Others,LAGOS,00188,40302.66,40302.66,New Licenses,NGN,0,0,Small Quanity,DOMESTIC,1,2024,Sep-27,MS-CRM,DOMESTIC,SOFTWARE
ENVIRONMENTAL EXPRESSIONS LIMITED,Environmental Services Sector,MS-OFF,ABUJA,00255,720876,0,Microsoft 365 Business License,USD,2,150,Small Quanity,DOMESTIC,3,2022,Oct-27,MS-CRM,DOMESTIC,SOFTWARE
ENVIRONMENTAL EXPRESSIONS LIMITED,Environmental Services Sector,MS-OFF,ABUJA,00255,720876,0,Microsoft 365 Business License,USD,8,72,Small Quanity,DOMESTIC,3,2022,Nov-27,MS-CRM,DOMESTIC,SOFTWARE
ENVIRONMENTAL EXPRESSIONS LIMITED,Environmental Services Sector,MS-OFF,ABUJA,00255,720876,720876,Microsoft 365 Business License,NGN,8,90000,Small Quanity,DOMESTIC,0,2022,Dec-27,MS-CRM,DOMESTIC,SOFTWARE
First Nominees Nigeria Ltd,Financial Services Sector,Others,LAGOS,00315,0,0,Essential User Licenses,NGN,5,0,Small Quanity,DOMESTIC,2,2024,Jan-28,MS-CRM,DOMESTIC,SOFTWARE
UBA Pensions Custodian Limited,Pension Fund Management Sector,MS-NAV,LAGOS,00172,62694360,0,Microsoft Dynamics NAV License,NGN,1,50440175.35,Small Quanity,DOMESTIC,3,2018,Feb-28,MS-CRM,DOMESTIC,SOFTWARE
UBA Pensions Custodian Limited,Pension Fund Management Sector,MS-NAV,LAGOS,00172,62694360,62694360,Microsoft Dynamics NAV License,NGN,1,12254184.65,Small Quanity,DOMESTIC,3,2018,Mar-28,MS-CRM,DOMESTIC,SOFTWARE
LADOL INTEGRATED LOGISTICS FREE ZONE ENTERPRISE,"Logistics, Maritime and Oil and Gas Sector",Others,LAGOS,00140,132810,0,Microsoft Dynamics NAV License,USD,1,49514,Small Quanity,DOMESTIC,2,2017,Apr-28,MS-CRM,DOMESTIC,SOFTWARE
LADOL INTEGRATED LOGISTICS FREE ZONE ENTERPRISE,"Logistics, Maritime and Oil and Gas Sector",MS-NAV,LAGOS,00140,132810,0,Microsoft Dynamics NAV License,USD,1,37056,Small Quanity,DOMESTIC,0,2020,May-28,MS-CRM,DOMESTIC,SOFTWARE
LADOL INTEGRATED LOGISTICS FREE ZONE ENTERPRISE,"Logistics, Maritime and Oil and Gas Sector",Others,LAGOS,00140,132810,0,Full Concurrent CAL ,USD,20,1800,Large Quantity,DOMESTIC,0,2018,Jun-28,MS-CRM,DOMESTIC,SOFTWARE
LADOL INTEGRATED LOGISTICS FREE ZONE ENTERPRISE,"Logistics, Maritime and Oil and Gas Sector",Others,LAGOS,00140,132810,0,Limited Concurrent CAL ,USD,20,360,Large Quantity,DOMESTIC,0,2018,Jul-28,MS-CRM,DOMESTIC,SOFTWARE
LADOL INTEGRATED LOGISTICS FREE ZONE ENTERPRISE,"Logistics, Maritime and Oil and Gas Sector",Others,LAGOS,00140,132810,132810,SQL Server License ,USD,40,76,Large Quantity,DOMESTIC,0,2018,Aug-28,MS-CRM,DOMESTIC,SOFTWARE
Ajinomoto Foods Nigeria Limited,Food and Beverage Sector,MS-NAV,LAGOS,00289,1961.04,0,Team Member User Licenses,USD,3,37,Small Quanity,DOMESTIC,1,2024,Sep-28,MS-CRM,DOMESTIC,SOFTWARE
Ajinomoto Foods Nigeria Limited,Food and Beverage Sector,MS-NAV,LAGOS,00289,1961.04,1961.04,Premium License,USD,4,462.51,Small Quanity,DOMESTIC,1,2024,Oct-28,MS-CRM,DOMESTIC,SOFTWARE
Pinnacle Oil and Gas,Oil and Gas Sector,MS-AZ,LAGOS,00243,10357.76,0,MS Azure Cloud Hosting Service Renewal,USD,1,9857.76,Small Quanity,DOMESTIC,1,2024,Nov-28,MS-CRM,DOMESTIC,SOFTWARE
Pinnacle Oil and Gas,Oil and Gas Sector,Others,LAGOS,00243,10357.76,10357.76,Annual SSL Certificate,USD,5,100,Small Quanity,DOMESTIC,0,2022,Dec-28,MS-CRM,DOMESTIC,SOFTWARE
Beta Glass Plc.,Manufacturing Sector,MS-CRM,LAGOS,00026,20412000,0,Dynamics 365 Customer Service Enterprise,NGN,10,1108080,Small Quanity,DOMESTIC,1,2024,Jan-29,MS-CRM,DOMESTIC,SOFTWARE
Beta Glass Plc.,Manufacturing Sector,MS-CRM,LAGOS,00026,20412000,20412000,Dynamics 365 Team Members,NGN,100,93312,Large Quantity,DOMESTIC,1,2024,Feb-29,MS-CRM,DOMESTIC,SOFTWARE
Lee Engineering and Construction Co. Ltd,"Engineering, Procurement and Construction Sector",MS-AZ,LAGOS,00258,5189.52,5189.52,Azure,USD,1,5189.52,Small Quanity,DOMESTIC,1,2024,Mar-29,MS-CRM,DOMESTIC,SOFTWARE
Capital Alliance Nigeria Limited,Financial Services Sector,MS-NAV,LAGOS,00176,1501740,0,HR & Payroll Module,NGN,1,1500000,Small Quanity,DOMESTIC,1,2024,Apr-29,MS-CRM,DOMESTIC,SOFTWARE
Capital Alliance Nigeria Limited,Financial Services Sector,Others,LAGOS,00176,1501740,0,"Page, Report and XML",USD,1,1670,Small Quanity,DOMESTIC,0,2019,May-29,MS-CRM,DOMESTIC,SOFTWARE
Capital Alliance Nigeria Limited,Financial Services Sector,Others,LAGOS,00176,1501740,1501740,BC Server C Drive,USD,7,10,Small Quanity,DOMESTIC,0,2023,Jun-29,MS-CRM,DOMESTIC,SOFTWARE
Gaslink Nigeria Limited,Energy Sector,MS-AX,LAGOS,00160,46955028.45,0,Dynamics 365 for Team Members Enterprise Edition,USD,61,96,Large Quantity,DOMESTIC,1,2024,Jul-29,MS-CRM,DOMESTIC,SOFTWARE
Gaslink Nigeria Limited,Energy Sector,MS-AX,LAGOS,00160,46955028.45,0,Dynamics 365 Unf Ops Plan,USD,20,2520,Large Quantity,DOMESTIC,1,2024,Aug-29,MS-CRM,DOMESTIC,SOFTWARE
Gaslink Nigeria Limited,Energy Sector,MS-AX,LAGOS,00160,46955028.45,0,Dynamics 365 Operations Activity,USD,6,600,Small Quanity,DOMESTIC,1,2024,Sep-29,MS-CRM,DOMESTIC,SOFTWARE
Gaslink Nigeria Limited,Energy Sector,MS-AX,LAGOS,00160,46955028.45,0,Dynamics 365 Customer Engagement Plan Enterprise Edition Tier 1 (1-99 users),USD,10,1140,Small Quanity,DOMESTIC,1,2024,Oct-29,MS-CRM,DOMESTIC,SOFTWARE
Gaslink Nigeria Limited,Energy Sector,MS-AX,LAGOS,00160,46955028.45,0,Dev. Environment,USD,1,2634.45,Small Quanity,DOMESTIC,1,2024,Nov-29,MS-CRM,DOMESTIC,SOFTWARE
Gaslink Nigeria Limited,Energy Sector,Others,LAGOS,00160,46955028.45,0,Power Platform Environment Storage,USD,100,480,Large Quantity,DOMESTIC,0,2024,Dec-29,MS-CRM,DOMESTIC,SOFTWARE
Gaslink Nigeria Limited,Energy Sector,Others,LAGOS,00160,46955028.45,46955028.45,Azure,NGN,1,46833138,Small Quanity,DOMESTIC,0,2023,Jan-30,MS-CRM,DOMESTIC,SOFTWARE
Sarman Integrated Farms and Solutions Limited ,Agriculture and Agribusiness Sector,MS-NAV,KANO,00278,15.99,15.99,Business Central SSL Certificate,USD,1,15.99,Small Quanity,DOMESTIC,1,2024,Feb-30,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-PBI,LAGOS,00231,22578979.36,0,Azure,NGN,1,3310437.6,Small Quanity,DOMESTIC,1,2024,Mar-30,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-NAV,LAGOS,00231,22578979.36,0,Team Member User Licenses,NGN,1,726880,Small Quanity,DOMESTIC,1,2024,Apr-30,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-NAV,LAGOS,00231,22578979.36,0,Essential User Licenses,NGN,2,2180640,Small Quanity,DOMESTIC,1,2024,May-30,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,Others,LAGOS,00231,22578979.36,0,BoQ Excel Add-on,USD,1,802,Small Quanity,DOMESTIC,0,2021,Jun-30,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,Others,LAGOS,00231,22578979.36,0,Windows Server,NGN,25,98793.6,Large Quantity,DOMESTIC,0,2021,Jul-30,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-AZ,LAGOS,00231,22578979.36,0,Microsoft Defender,USD,1,60,Small Quanity,DOMESTIC,0,2024,Aug-30,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-AZ,LAGOS,00231,22578979.36,0,Microsoft Defender,USD,1,66,Small Quanity,DOMESTIC,0,2024,Sep-30,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-AZ,LAGOS,00231,22578979.36,0,Azure VM replica,USD,1,9480,Small Quanity,DOMESTIC,0,2024,Oct-30,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-NAV,LAGOS,00231,22578979.36,0,Azure Cloud Hosting & Site Recovery,USD,1,8294,Small Quanity,DOMESTIC,0,2024,Nov-30,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-NAV,LAGOS,00231,22578979.36,0,Azure Firewall,USD,1,11146.56,Small Quanity,DOMESTIC,0,2024,Dec-30,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-NAV,LAGOS,00231,22578979.36,0,Microsoft 365 Business License,USD,1,19572,Small Quanity,DOMESTIC,0,2024,Jan-31,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-NAV,LAGOS,00231,22578979.36,0,MS DYN 365 LIC,USD,1,10843.2,Small Quanity,DOMESTIC,0,2024,Feb-31,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-NAV,LAGOS,00231,22578979.36,0,NAVBuild Enhancement ,USD,1,3930,Small Quanity,DOMESTIC,0,2024,Mar-31,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-NAV,LAGOS,00231,22578979.36,0,HR & Payroll Module,USD,1,1200,Small Quanity,DOMESTIC,0,2024,Apr-31,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,Others,LAGOS,00231,22578979.36,0,Essential User Licenses,NGN,2,1656720,Small Quanity,DOMESTIC,0,2023,May-31,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-NAV,LAGOS,00231,22578979.36,0,NAVBuild Enhancement ,NGN,24,280800,Large Quantity,DOMESTIC,0,2023,Jun-31,MS-CRM,DOMESTIC,SOFTWARE
Cappa and D’ Alberto Ltd.,Construction and Real Estate Sector,MS-NAV,LAGOS,00231,22578979.36,22578979.36,Power Apps License ,NGN,5,343200,Small Quanity,DOMESTIC,0,2023,Jul-31,MS-CRM,DOMESTIC,SOFTWARE
Bajol Integrated Services Limited,Oil and Gas Sector,MS-AZ,LAGOS,00244,3806.23,3806.23,Azure,USD,1,3806.23,Small Quanity,DOMESTIC,1,2024,Aug-31,MS-CRM,DOMESTIC,SOFTWARE
PIVOT-GIS Limited,Oil and Gas Sector,MS-NAV,LAGOS,00174,687718.2,0,HR & Payroll Module,USD,1,11500,Small Quanity,DOMESTIC,1,2024,Sep-31,MS-CRM,DOMESTIC,SOFTWARE
